ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Year-Of-Publication-Bin,Book-Author-Encode,Book-Publisher-Encode,Year-Of-Publication-Bin-Encode,Filtered-Title
0970777620,khalifah novel conquest personal triumph,John Elray,2002,Aardwolfe Books,"[2000, 2020)",3067,6,5,khalifah  conquest personal triumph
0380809362,house gentle men novel,Kathy Hepinstall,2001,Perennial,"[2000, 2020)",3468,878,5,house gentle men
0030624363,dark crystal,A. C. H. Smith,1982,Smithmark Pub,"[1980, 2000)",6,1103,4,dark crystal
0451526716,great expectation signet classic paperback,Charles Dickens,1998,Signet Book,"[1980, 2000)",992,1081,4,great expectation signet classic 
0140186476,dubliner twentieth century classic,James Joyce,1993,Penguin Books,"[1980, 2000)",2677,860,4,dubliner twentieth century classic
0440224306,ember sun,Mark Canter,1997,Dell,"[1980, 2000)",4166,287,4,ember sun
0451185110,higher authority,Stephen White,1996,Signet Book,"[1980, 2000)",5779,1081,4,higher authority
0671868071,kaisho,Eric Lustbader,1994,Pocket Star,"[1980, 2000)",1849,916,4,kaisho
0451150678,stand,Stephen King,1980,Signet Book,"[1980, 2000)",5762,1081,4,stand
0441008933,ship fool,Richard Paul Russo,2002,Ace Books,"[2000, 2020)",5216,12,5,ship fool
067176991X,mystery walk,Robert R. McCammon,1992,Pocket,"[1980, 2000)",5332,913,4,mystery walk
0836213319,dilbert book postcard,Scott Adams,1996,Andrews McMeel Pub,"[1980, 2000)",5587,62,4,dilbert  postcard
0812515560,people lightning first north american series book,Kathleen O'Neal Gear,1996,Tor Books,"[1980, 2000)",3456,1191,4,people lightning first north american series
068485614X,esperanza box saint novel,Maria Amparo Escandon,1999,Touchstone,"[1980, 2000)",4124,1197,4,esperanza box saint
3499108356,k sschen k sschen,Roald Dahl,1994,Rowohlt Tb.,"[1980, 2000)",5246,1018,4,k sschen k sschen
0812524802,moving mar,Greg Bear,1994,Tor Books,"[1980, 2000)",2209,1191,4,moving mar
0140260404,road ahead cd rom included,Bill Gates,1996,Penguin Books,"[1980, 2000)",674,860,4,road ahead cd rom included
0505524503,twilight,Amanda Ashley,2001,Love Spell/Dorchester Pub. Co.,"[2000, 2020)",215,701,5,twilight
0843944463,mine take futuristic romance,Dara Joy,1998,Leisure Books,"[1980, 2000)",1303,670,4,mine take futuristic romance
0385418868,power myth,Joseph Campbell,1991,Anchor,"[1980, 2000)",3199,58,4,power myth
0060558008,antonio wife novel,Jacqueline DeJohn,2004,Regan Books,"[2000, 2020)",2619,992,5,antonio wife
006059537X,keep testimony imprisoned sister,Wally Lamb,2004,Regan Books,"[2000, 2020)",6281,992,5,keep testimony imprisoned sister
076360013X,guess much love,Sam McBratney,1996,Candlewick Press (MA),"[1980, 2000)",5528,205,4,guess much love
0446400009,heretic apprentice sixteenth chronicle brother cadfael,Ellis Peters,1991,Warner Books,"[1980, 2000)",1810,1277,4,heretic apprentice sixteenth chronicle brother cadfael
186450319X,lonely planet unpacked travel disaster story lonely planet journey travel literature,Tony Wheeler,2001,Oakland CA,"[2000, 2020)",6145,808,5,lonely planet unpacked travel disaster  lonely planet journey travel literature
2070524558,harry potter et la chambre de secret,J. K. Rowling,1999,Gallimard Jeunesse,"[1980, 2000)",2488,448,4,harry potter et la chambre de secret
2070518426,harry potter l ecole de sorciers,J. K. Rowling,1999,Gallimard Jeunesse,"[1980, 2000)",2488,448,4,harry potter l ecole de sorciers
2070422402,fight club,Chuck Palahniuk,2002,Gallimard,"[2000, 2020)",1094,446,5,fight club
2070382273,septentrion,Louis Calaferte,1990,Gallimard,"[1980, 2000)",3893,446,4,septentrion
0060925744,continental drift,Russell Banks,1994,Perennial,"[1980, 2000)",5440,878,4,continental drift
0394179692,confederacy dunce,John Kennedy Toole,1982,Grove Press,"[1980, 2000)",3091,475,4,confederacy dunce
0140320970,twenty one balloon,William Pene du Bois,1986,Puffin Books,"[1980, 2000)",6376,947,4,twenty one balloon
0679754911,practical guide practically everything,Peter Bernstein,1995,Random House,"[1980, 2000)",4939,961,4,practical guide practically everything
0061040797,diamond tiger,Elizabeth Lowell,1997,HarperTorch,"[1980, 2000)",1775,528,4,diamond tiger
0590442562,weekend point,Christopher Pike,1993,Scholastic,"[1980, 2000)",1084,1048,4,weekend point
0152273220,black horse king,Anne McCaffrey,1996,Harcourt Children's Books,"[1980, 2000)",356,493,4,black horse king
0345369335,renegade pern dragonriders pern paperback,Anne McCaffrey,1990,Del Rey Books,"[1980, 2000)",356,282,4,renegade pern dragonriders pern 
0345340248,dragonriders pern pern,Anne McCaffrey,1988,Del Rey Books,"[1980, 2000)",356,282,4,dragonriders pern pern
0345388232,masterharper pern dragonriders pern hardcover,Anne McCaffrey,1998,Ballantine Books,"[1980, 2000)",356,111,4,masterharper pern dragonriders pern hardcover
0451524446,tragedy macbeth signet classic,William Shakespeare,1986,Signet Classics,"[1980, 2000)",6385,1083,4,tragedy macbeth signet classic
0553110616,house atreides dune house trilogy book,Brian Herbert,1999,Bantam Books,"[1980, 2000)",746,113,4,house atreides dune house trilogy
0441006841,obsidian butterfly,Laurell K. Hamilton,2000,Ace Books,"[2000, 2020)",3695,12,5,obsidian butterfly
0446530220,cabinet curiosity,Douglas Preston,2002,Warner Books,"[2000, 2020)",1601,1277,5,cabinet curiosity
0345296060,two tower lord ring paperback,J. R. R. Tolkien,1981,Ballantine Books,"[1980, 2000)",2499,111,4,two tower lord ring 
0452265932,packrat clean clear live clutter free forever,Don Aslett,1991,Plume Books,"[1980, 2000)",1528,911,4,packrat clean clear live clutter free forever
067168289X,thorn dollanger saga paperback,V.C. Andrews,1989,Pocket,"[1980, 2000)",6197,913,4,thorn dollanger saga 
0812570227,cat leopard spot midnight louie mystery midnight louie mystery,Carole Nelson Douglas,2002,Forge Books,"[2000, 2020)",908,432,5,cat leopard spot midnight louie mystery midnight louie mystery
044661100X,hotel transylvania,Chelsea Quinn Yarbro,2002,Warner Books,"[2000, 2020)",1021,1277,5,hotel transylvania
0060809736,death proud memoir,John Gunther,1989,Harpercollins,"[1980, 2000)",3080,530,4,death proud memoir
0385425767,schoolgirl young woman self esteem confidence gap,Peggy Orenstein,1995,Anchor,"[1980, 2000)",4910,58,4,schoolgirl young woman self esteem confidence gap
1564580636,ultimate sex book therapist guide sexual fulfillment,Anne Hooper,1992,Dorling Kindersley Publishing,"[1980, 2000)",351,322,4,ultimate sex  therapist guide sexual fulfillment
0875421229,cunningham encyclopedia magical herb llewellyn sourcebook series,Scott Cunningham,1984,Llewellyn Publications,"[1980, 2000)",5590,692,4,cunningham encyclopedia magical herb llewellyn sourcebook series
0345428692,dark journey star war new jedi order book,ELAINE CUNNINGHAM,2002,Del Rey,"[2000, 2020)",1643,281,5,dark journey star war new jedi order
0425093476,clive barker book blood clive barker book blood,Clive Barker,1992,Berkley Publishing Group,"[1980, 2000)",1119,145,4,clive barker  blood clive barker  blood
0440204291,falcon flower,Virginia Henley,1989,Dell,"[1980, 2000)",6239,287,4,falcon flower
039914062X,freedom landing,Anne McCaffrey,1995,Putnam Pub Group,"[1980, 2000)",356,952,4,freedom landing
0316286850,making face,Kevyn Aucoin,1999,"Little, Brown","[1980, 2000)",3531,687,4,making face
0394559517,woman life,Barbara Taylor Bradford,1990,Random House Inc,"[1980, 2000)",543,970,4,woman life
0451170822,house without door signet,Peter Straub,2002,Signet Book,"[2000, 2020)",4974,1081,5,house without door signet
0440215757,one knowing right avoiding wrong,Barbara De Angelis,1993,Dell Publishing Company,"[1980, 2000)",511,290,4,one knowing right avoiding wrong
1551666472,cypress point,Diane Chamberlain,2003,Mira,"[2000, 2020)",1494,756,5,cypress point
0141001615,read aloud handbook read aloud handbook th ed,Jim Trelease,2001,Penguin USA (Paper),"[2000, 2020)",2965,874,5,read aloud handbook read aloud handbook th ed
0671744666,prime directive star trek,Judith Reeves-Stevens,1991,Star Trek,"[1980, 2000)",3265,1130,4,prime directive star trek
1552781879,sanctuary,Lisa Appignanesi,2004,McArthur & Company,"[2000, 2020)",3826,729,5,sanctuary
0007122039,girl night boy night,Chris Manby,2001,HarperCollins Publishers,"[2000, 2020)",1048,518,5,girl night boy night
0446611514,skin tight,Carl Hiaasen,2002,Warner Books,"[2000, 2020)",868,1277,5,skin tight
0385495846,demolition angel,Robert Crais,2000,Doubleday Books,"[2000, 2020)",5269,326,5,demolition angel
1557482640,read aloud bedtime bible story,Daniel Partner,1993,Barbour Publishing,"[1980, 2000)",1285,123,4,read aloud bedtime bible
0345324927,recipe small planet,Ellen B. Ewald,1983,Ballantine Books,"[1980, 2000)",1792,111,4,recipe small planet
0380786702,undone,Michael Kimball,1997,Avon Books,"[1980, 2000)",4395,95,4,undone
0553269224,rilla ingleside anne green gable novel paperback,L. M. Montgomery,1985,Starfire,"[1980, 2000)",3592,1132,4,rilla ingleside anne green gable  
038056176X,congo canc,Michael Crichton,1981,Avon Books,"[1980, 2000)",4370,95,4,congo canc
0373244711,royal protocol crown glory silhouette special edition,Christine Flynn,2002,Silhouette,"[2000, 2020)",1065,1085,5,royal protocol crown glory silhouette special edition
0310213274,amazing grace,Philip Yancey,1997,Zondervan Publishing Company,"[1980, 2000)",5003,1339,4,amazing grace
0316155306,narrow novel,Michael Connelly,2004,"Little, Brown","[2000, 2020)",4368,687,5,narrow
006029471X,haunted tale mediator,Meg Cabot,2003,HarperCollins,"[2000, 2020)",4316,514,5,haunted tale mediator
0064472698,chronicle chrestomanci volume magician caprona witch week,Diana Wynne Jones,2001,HarperTrophy,"[2000, 2020)",1489,529,5,chronicle chrestomanci volume magician caprona witch week
0345377168,yellow dog party thomas black mystery,Earl Emerson,1996,Fawcett Books,"[1980, 2000)",1661,410,4,yellow dog party thomas black mystery
0385318294,dry spell,Susie Moloney,1997,Bantam Dell Pub Group,"[1980, 2000)",5891,117,4,dry spell
0380703378,grub stakers quilt bee,Alisa Craig,1987,Harper Mass Market Paperbacks (Mm),"[1980, 2000)",190,508,4,grub stakers quilt bee
0445409134,murder queen armes gideon oliver mystery,Aaron Elkins,1994,Warner Books,"[1980, 2000)",74,1277,4,murder queen armes gideon oliver mystery
0385501404,triumph katie byrne,Barbara Taylor Bradford,2001,Doubleday Books,"[2000, 2020)",543,326,5,triumph katie byrne
8807810212,amore e ombra,Isabel Allende,1900,Transglobal Books Inc,"[1900, 1920)",2460,1204,0,amore e ombra
0786889101,spock,Leonard Nimoy,1996,Warner Books (Mm),"[1980, 2000)",3763,1278,4,spock
0451126718,elli island,Fred Mustard Stewart,1991,Signet Book,"[1980, 2000)",2004,1081,4,elli island
0451206681,billy strobe,John S. Martel,2002,Signet Book,"[2000, 2020)",3130,1081,5,billy strobe
0747557861,aberystwyth mon amour,Malcolm Pryce,2002,Bloomsbury Publishing Plc,"[2000, 2020)",4059,168,5,aberystwyth mon amour
0441003451,templar treasure adept,Katherine Kurtz,2004,Ace Books,"[2000, 2020)",3439,12,5,templar treasure adept
0441003443,lodge lynx adept,Katherine Kurtz,2003,Ace Books,"[2000, 2020)",3439,12,5,lodge lynx adept
0671642685,anything billy,Larry McMurtry,1988,Simon & Schuster,"[1980, 2000)",3659,1087,4,anything billy
0451160339,fever,Robin Cook,1994,Signet Book,"[1980, 2000)",5354,1081,4,fever
3442421322,einfach g ttlich ein roman von der bizarren scheibenwelt,Terry Pratchett,2000,Goldmann,"[2000, 2020)",6009,456,5,einfach g ttlich ein roman von der bizarren scheibenwelt
3404125010,die pfeiler der macht,Ken Follett,1996,LÃ?ÃÂ¼bbe,"[1980, 2000)",3501,709,4,die pfeiler der macht
0399151397,hanged man song,John Sandford,2003,G. P. Putnam's Sons,"[2000, 2020)",3131,443,5,hanged man song
0345407288,american journey,Colin L. Powell,1996,Ballantine Books,"[1980, 2000)",1129,111,4,american journey
0671751506,way thing ought,Rush Limbaugh,1993,Pocket,"[1980, 2000)",5435,913,4,way thing ought
0425132889,forgotten george anderson message love hope side,Joel Martin,1994,Berkley Publishing Group,"[1980, 2000)",3031,145,4,forgotten george anderson message love hope side
0571081827,rosencrantz guildenstern dead,Tom Stoppard,1967,Farrar Straus & Giroux,"[1960, 1980)",6126,405,3,rosencrantz guildenstern dead
0451452011,red dwarf infinity welcome careful driver,Grant Naylor,1996,Roc,"[1980, 2000)",2208,1011,4,red dwarf infinity welcome careful driver
1841193615,shanghai baby,Zhou Wei Hui,2001,Constable and Robinson,"[2000, 2020)",6437,249,5,shanghai baby
1857029070,fish caught time search,Samantha Weinberg,2000,Fourth Estate,"[2000, 2020)",5531,434,5,fish caught time search
0451191692,remote control,Stephen White,1998,Signet Book,"[1980, 2000)",5779,1081,4,remote control
0553345796,imagining argentina,Lawrence Thornton,1988,Bantam,"[1980, 2000)",3725,112,4,imagining argentina
0345436121,random heart,Warren Adler,1999,Ballantine Books,"[1980, 2000)",6302,111,4,random heart
0440474566,ribsy,Beverly Cleary,1982,Yearling Books,"[1980, 2000)",652,1332,4,ribsy
0743418352,good deed,Dean Wesley Smith,2001,Simon Spotlight Entertainment,"[2000, 2020)",1418,1095,5,good deed
0515118362,valentine legacy,Catherine Coulter,1996,Jove Books,"[1980, 2000)",951,625,4,valentine legacy
0440141966,juda goat,Robert B. Parker,1996,Dell Publishing Company,"[1980, 2000)",5257,290,4,juda goat
1400060931,goat memoir,Brad Land,2004,Random House,"[2000, 2020)",716,961,5,goat memoir
1552782964,last summer barebones,Diane Baker Mason,2002,McArthur & Company,"[2000, 2020)",1491,729,5,last summer barebones
0553212753,little woman bantam classic,Louisa May Alcott,1983,Bantam,"[1980, 2000)",3900,112,4,little woman bantam classic
0449205436,want live life,Deborah Spungen,1994,Fawcett Books,"[1980, 2000)",1441,410,4,want live life
0671661892,doctor order star trek book,Diane Duane,1990,Star Trek,"[1980, 2000)",1496,1130,4,doctor order star trek
0743439651,still water,Jennifer Lauck,2001,Atria,"[2000, 2020)",2888,86,5,still water
3453210697,die bruderschaft,John Grisham,2003,Distribooks Inc,"[2000, 2020)",3079,314,5,die bruderschaft
0425155439,rapture canaan,Sheri Reynolds,2003,Berkley Publishing Group,"[2000, 2020)",5644,145,5,rapture canaan
0140187537,winter discontent penguin twentieth century classic,John Steinbeck,1996,Penguin Books,"[1980, 2000)",3139,860,4,winter discontent penguin twentieth century classic
0380775492,one kiss,Samantha James,1996,Avon,"[1980, 2000)",5530,94,4,one kiss
3442438179,nur du hast den schl ssel,Terry Pratchett,1997,Goldmann,"[1980, 2000)",6009,456,4,nur du hast den schl ssel
0812570812,rhapsody child blood,Elizabeth Haydon,2000,Tor Fantasy,"[2000, 2020)",1770,1194,5,rhapsody child blood
0671739441,mine mine,Robert McCammon,1991,Pocket,"[1980, 2000)",5319,913,4,mine mine
0380820544,thoroughly modern princess,Wendy Corsi Staub,2003,Avon,"[2000, 2020)",6312,94,5,thoroughly modern princess
0671749609,perfume perfume,Patrick Suskind,1991,Washington Square Press,"[1980, 2000)",4851,1285,4,perfume perfume
0312976755,black book,Ian Rankin,2000,St. Martin's Minotaur,"[2000, 2020)",2425,1124,5,black
067165831X,hot shot,Susan Elizabeth Phillips,1991,Pocket,"[1980, 2000)",5838,913,4,hot shot
0671244221,man search meaning introduction logotherapy,Viktor E. Frankl,1984,Touchstone,"[1980, 2000)",6230,1197,4,man search meaning introduction logotherapy
0380975017,devil claw joanna brady mystery,J.A. Jance,2000,William Morrow,"[2000, 2020)",2504,1305,5,devil claw joanna brady mystery
009925672X,forest,Hegland Jean,1900,Trafalgar Square,"[1900, 1920)",2332,1199,0,forest
0385326742,forest night,Amelia Atwater-Rhodes,1999,Volo,"[1980, 2000)",226,1264,4,forest night
0671034677,embrace true vampire story,Aphrodite Jones,2000,Pocket,"[2000, 2020)",416,913,5,embrace true vampire
0316314234,get close enough three novella,Ellen Gilchrist,1991,Back Bay Books,"[1980, 2000)",1801,102,4,get close enough three novella
0399144595,liberty falling anna pigeon mystery hardcover,Nevada Barr,1999,Putnam Publishing Group,"[1980, 2000)",4629,954,4,liberty falling anna pigeon mystery hardcover
0399123040,cruel shoe,Steve Martin,1979,Putnam Pub Group,"[1960, 1980)",5788,952,3,cruel shoe
0312974752,winter wolf moon alex mcknight novel,Steve Hamilton,2001,St. Martin's Minotaur,"[2000, 2020)",5786,1124,5,winter wolf moon alex mcknight
0515123854,silent night,J. D. Robb,1998,Jove Books,"[1980, 2000)",2481,625,4,silent night
0380703866,touch,Elmore Leonard,1988,HarperCollins Publishers,"[1980, 2000)",1812,518,4,touch
0380730421,miracle strain genetic thriller,Michael Cordy,1998,Avon,"[1980, 2000)",4369,94,4,miracle strain genetic thriller
0425192032,lightning,Dean Koontz,2003,Berkley,"[2000, 2020)",1416,140,5,lightning
0140046569,changing place,David Lodge,1978,Penguin Books Ltd,"[1960, 1980)",1381,864,3,changing place
0440227259,gallows hill laurel leaf book,LOIS DUNCAN,1998,Laurel Leaf,"[1980, 2000)",3627,655,4,gallows hill laurel leaf
0156028751,seven sister,Margaret Drabble,2003,Harvest Books,"[2000, 2020)",4097,541,5,seven sister
0375725504,diagnosis,Alan Lightman,2002,Vintage Books USA,"[2000, 2020)",124,1257,5,diagnosis
0688171664,zen art motorcycle maintenance inquiry value,Robert M. Pirsig,1999,Quill,"[1980, 2000)",5316,956,4,zen art motorcycle maintenance inquiry value
0142002631,terra cotta dog inspector montalbano mystery,Andrea Camilleri,2003,Penguin Books,"[2000, 2020)",258,860,5,terra cotta dog inspector montalbano mystery
0061020664,wyrd sister discworld novel paperback,Terry Pratchett,2001,HarperTorch,"[2000, 2020)",6009,528,5,wyrd sister discworld  
